year,state,state_name,summary,duration_seconds
2019,NJ,New Jersey,"On 2/10/19, at about 6:00 a.m., gazing out my window, I saw two stationary bright white circles with white lights around their perimete",600
2019,NJ,New Jersey,"Green and red light Pulsating, not flashing like an aircraft It was just hovering then it would move at 90 degrees angles, then stop ho",240
2019,CA,California,I first saw what appeared to be a bird hovering almost directly overhead. Not a bird.  Appeared football shaped.  ((anonymous report)),180
2019,CO,Colorado,"It appeared to be round, shiny as chrome and I only saw about 30 percent of the object.",15
2019,NJ,New Jersey,"Up in the sky hovering white light on top, bottom lights circular and rotating. Was moving back & forth, up and down.",600
2019,MD,Maryland,((HOAX??))  Strange.  ((anonymous report)),300
2019,MT,Montana,"So I saw a grayish UFO looking thing, they have lights and was making really weird noises.  Event lasted 5 minutes.",300
2019,NY,New York,At approximately 7pm i witnessed and recorded what most people's perception would see a plane due to what they are tought to believe an,180
2019,FL,Florida,I was outside towards my car. Watching the clear skies tonight i saw 2 circular objects flying high but close enough to see it clearly.,120
2019,OH,Ohio,Low in the S sky saw large bright white light half the size of the moon.lasted about a minute still in sky then imploded blinking o,60
2019,CA,California,"Large ""Fleet"" of UFO's observed over Roseville, CA.  ((NUFORC Note:  We suspect that the objects are birds, perhaps seagulls.  PD))",600
2019,NJ,New Jersey,2 circles in the sky changed colors several time from blue to orange.,60
2019,GA,Georgia,"Spherical object with bright white, round lights all across.  The lights changed to green and back to white. Silent.((anonymous rept.))",180
2019,KY,Kentucky,It was round with blue lights.  It hovered in the same spot for several minutes before descending straight down.,360
2019,TN,Tennessee,It was an orange circle with a bright white light on the bottom interior And was 30 to 50 feet in diameter. ((anonymous report)),15
2019,WA,Washington,"The lights were in a straight line up and down and I was having north and they were moving West the lights one of each color, white, re",1200
2019,VA,Virginia,"The object was shaped like a doughnut with a large hole in the center, probably 3 feet wide in total.  ((anonymous report))",30
2019,NJ,New Jersey,I was looking east and a red light caught my eye. I turned a little looking south east and saw a circular r,5
2019,MN,Minnesota,"I had seen three separate objects hovering and moving around quite a distance away, my power had gone out so I was bored and was lookin",300
2019,MN,Minnesota,Bright white circle/orb moving at a 90-degree angle from up to down.,3
2019,CA,California,Very big craft came right out of fog no lights  no noise just moon light shining off of the craft went right back into fog.,5
2019,CA,California,"It was slightly  raining,  we were walking west on Beverly in LA. My friend saw it first. It looked like a leaf falling But hovering.",15
2019,CT,Connecticut,Straight out of the woods green ball quick sound of a Hover and flash gone I mean gone gone that fast,2
2019,UT,Utah,Two reddish orange circles flying out of Spanish Fork Canyon.  They were silent.  They moved toward Springville.  ((anonymous report)),240
2019,MN,Minnesota,Husband and wife catch a craft on video while driving.,1500
2019,PA,Pennsylvania,Mysterious glowing object.,15
2019,CT,Connecticut,Disk with spokes of light.  ((anonymous report)),60
2019,NC,North Carolina,A circle was spinning and hovering with colorful flashing lights.,60
2019,TX,Texas,Unexpected.  I just looked up and saw this thing.,240
2019,VA,Virginia,"The object was very white, round, and travelled faster than an aircraft, moving east to west over Fort Lee.",6
2019,NY,New York,Large bright light stationery..got larger then brighter..then slowly disappeared whilst not moving at all,5
2019,CT,Connecticut,I saw a bright object hovering outside my window that moved in a fashion unlike anything else I've seen,120
2019,IN,Indiana,"We saw a bright circle fly quickly through the air, and I witnessed it do a loop before taking off. ((anonymous report))",3
2019,GA,Georgia,Disk shaped object observed for at least 30 minutes in the sky changing shapes and colors as it moved side to side and up and down.,1800
2019,KY,Kentucky,"Circular obj., bright white in color, observed hovering, darting in all directions, and blinking intermittently. ((anonymous report))",1140
2019,NC,North Carolina,Well over a hundred little blinking dots was heading South.  They were in a scattered formation across the sky.  They were fast.,900
2019,FL,Florida,5-8 reddish orange balls/circles in night sky over Florida.,300
2019,TX,Texas,Driving on rt 183 north west   saw very very bright light in circle in night sky was clear sky  jan 4 1226 am  it was moving in same di,600
2019,CA,California,Bright orange/yellow sphere low on horizon sky/ocean at 4am off coast of California.,1200
2019,FL,Florida,"Three Orange Reddish Balls Seen Over Port Charlotte, FL.",180
2019,CT,Connecticut,Glowing round object descends from sky the shoots out of site.,20
2018,WA,Washington,"Moving circular white light/object slows down, merges with second, smaller light, combined object turns 90 degrees, and disappears.",60
2018,WA,Washington,"They were orange, they made no sound.  They came from the northwest and traveled to the southeast direction.  ((anonymous report))",1200
2018,NC,North Carolina,Glowing circular object with dark blue ring falling from the sky,2
2018,TN,Tennessee,"Myself and my 2 daughters had walked out to leave, i looked at the mountians behind our house and saw the edge of the mountian was lite",300
2018,TN,Tennessee,This particular siding is not all that exotic. I am mainly submitting this report to see if there are any others that might  corroborat,600
2018,AZ,Arizona,"Round, flashing multi-colors, hovering than moving in different directions.  ((NUFORC Note:  Star or planet??  PD))",3600
2018,GA,Georgia,Very bright light,86400
2018,NC,North Carolina,"Orange Glowing and Pulsing Circular Object over Hickory, NC.",60
2018,IL,Illinois,Two round silver objects flying behind an airplane,10
2018,MT,Montana,Brilliant sphere streams across the sky and then falls out of the sky!,10
2018,MO,Missouri,"I observed a round circular silver metalic object traveling E overhead in the clouds, then race extremely fast. ((anonymous report))",4
2018,MT,Montana,"Object in night sky performs incredible maneuver over Bozeman, MT.",120
2018,FL,Florida,5orange glowing slow moving lights that come across sky the disappered..  Then min later a few more then few more.,600
2018,OR,Oregon,"In W sky over Junction City, we saw a circular shape with lights around it for about 45 mins. Never moved.((NUFORC Note:  Venus?  PD))",2700
2018,AZ,Arizona,Went to take a picture of the scenery when this showed up I lost track of what time it was and it was night time before I started to re,30
2018,OK,Oklahoma,A round orange object moved north to south.  It was at a low altitude and moved in a straight line.  ((anonymous report)),60
2018,WV,West Virginia,"Blue egg/circular object erratic movement ""dancing"" fast object moving about main structure after climbing.",900
2018,FL,Florida,I noticed two green dots way up in the sky.  As we kept driving they got more vivid.,1200
2018,FL,Florida,I observed red flashing lights sometimes alternating to greenish and yellow color.  ((anonymous report)),480
2018,MI,Michigan,Two very bright unmoving objects just faded away mysteriously like nothing i have ever seen before in the sky,30
2018,AZ,Arizona,Orange glowing ball at around 85 degrees in the sky.  Glowing as of it were in cloud.  ((anonymous report)),600
2018,WA,Washington,"Thirty frames one second exposure, frames ran thru proprietary software",300
2018,IL,Illinois,"Me and my brother were leaving thanksgiving dinner, I was in my car and my brother stared pointing up, I got out and saw a very bright",20
2018,KS,Kansas,South-Central Kansas D shaped white light.,2700
2018,FL,Florida,"Bright light, I have a photograph and video.  Incredible experience!",2400
2018,MI,Michigan,There was a female in a car in front of the house that saw them.,180
2018,NV,Nevada,2 orange yellow balls appear for about 3 seconds and disappear.,10
2018,AK,Alaska,"Long black fast forming cloud turning white, then silver disc appeared.",600
2018,NV,Nevada,Round shape with hazy glow hovering.,60
2018,NC,North Carolina,Circular red object moving quickly.  ((anonymous report)),30
2018,TN,Tennessee,I don't know what it was.  I was in my car I see a circle with a tail coming from it in the West night sky.,600
2018,FL,Florida,Large Circular Donut-Shaped UFO in Ft Myers Sky.,300
2018,IL,Illinois,"3 Orange Lights Hovering in Night Sky over Barrington, Illinois.",1200
2018,TN,Tennessee,Three lights changing shapes.,300
2018,NE,Nebraska,"Very pure white bright light came from the NE, changed directions to the W with a arcing 90° turn and dissapeared from my view strai",5
2018,MA,Massachusetts,"Circular object moving back and forth across sky at times hovering. Flying low in high winds. Lights all around change colors from red,",1200
2018,CA,California,"Strange to see an aircraft travel that fast, low altitude with no sound report.",35
2018,PA,Pennsylvania,I am a truck driver I was in Highway 78 going west then I take Route 33 north in Bethlehem PA when I get off in the ramp I look to my r,60
2018,SC,South Carolina,Bright glowing sphere.,300
2018,NY,New York,Two illuminated objects travel in tandem silently; one emits illuminated objects three different times.,240
2018,ID,Idaho,((NUFORC Note:  Witness provides no information; elects to remain totally anonymous.  PD)),1500
2018,ME,Maine,Round object traveled straight across the sky and then went straight upward until it disappeared amongst the stars.,30
2018,AZ,Arizona,Driving toward Tucson West on I-10. Circular with 3 bright white beams of light in rear shooting out long beams that left a trail. Hove,300
